"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.0179249782253215,0.000695591878397184,169.398216049143,1.04037241166871,0.312044665998757,1,-385.502914083753,777.005828167506,783.238440499223,1635658.06923603,57,59
